"OBJECTID","LOWWELL","SPECIES"
11497,"None","Callistemon sp"
11498,"None","Unknown"
11499,"None","Liquidambar styraciflua"
11500,"None","Lagerstroemia indica"
11501,"Low","Platanus acerifolia"
11502,"None","Lagerstroemia indica"
11503,"None","Liquidambar styraciflua"
11504,"None","Pyrus calleryana cvs"
11505,"None","Lagerstroemia indica"
11506,"None","Gleditsia triacanthos"
11507,"Low","Acer sp"
11508,"None","Gleditsia triacanthos"
11509,"None","Maytenus boaria"
11510,"Low","Liquidambar styraciflua"
11511,"None","Ulmus parvifolia"
11512,"Low","Acer sp"
11513,"None","Other"
11514,"None","Liquidambar styraciflua"
11515,"None","Liquidambar styraciflua"
11516,"None","Prunus sp"
11517,"None","Liquidambar styraciflua"
11518,"Moderate","Celtis sp"
11519,"None","Pistacia chinensis"
11520,"None","Celtis sp"
11521,"None","Fraxinus sp"
11522,"None","Ulmus parvifolia"
11523,"None","Geijera parvifolia"
11524,"None","Fraxinus o. `Raywood'"
11525,"None","Fraxinus o. `Raywood'"
11526,"None","Pyrus calleryana cvs"
11527,"None","Ulmus parvifolia"
11528,"Low","Acer sp"
11529,"None","Celtis sp"
11530,"Low","Lagerstroemia indica"
11531,"None","Liquidambar styraciflua"
11532,"None","Phoenix canariensis"
11533,"None","Ulmus parvifolia"
11534,"None","Fraxinus o. `Raywood'"
11535,"None","Betula sp"
11536,"None","Unknown"
11537,"None","Nerium oleander"
11538,"None","Other"
11539,"None","Ulmus parvifolia"
11540,"None","Fraxinus o. `Raywood'"
11541,"None","Acer sp"
11542,"Low","Liquidambar styraciflua"
11543,"None","Other"
11544,"None","Shrub"
11545,"None","Gleditsia triacanthos"
11546,"None","Malus floribunda"
11547,"None","Quercus sp"
11548,"None","Bonsai"
11549,"Low","Pyrus calleryana cvs"
11550,"None","Crataegus phaenopyrum"
11551,"None","Platanus acerifolia"
11552,"None","Platanus acerifolia"
11553,"None","Ulmus parvifolia"
11554,"None","Acer sp"
11555,"None","Tristaniopsis laurina"
11556,"None","Platanus acerifolia"
11557,"None","Pyrus calleryana cvs"
11558,"None","Ulmus parvifolia"
11559,"None","Gleditsia triacanthos"
11560,"None","Platanus acerifolia"
11561,"None","Platanus acerifolia"
11562,"None","Pistacia chinensis"
11563,"None","Ginkgo biloba"
11564,"None","Platanus acerifolia"
11565,"None","Liquidambar styraciflua"
11566,"Low","Prunus sp"
11567,"None","Unknown"
11568,"None","Lagerstroemia indica"
11569,"None","Other"
11570,"None","Liquidambar styraciflua"
11571,"None","Pistacia chinensis"
11572,"Low","Magnolia grandiflora"
11573,"None","Platanus acerifolia"
11574,"None","Pistacia chinensis"
11575,"None","Prunus cerasifera/blireiana"
11576,"None","Crataegus phaenopyrum"
11577,"None","Pistacia chinensis"
11578,"None","Acer sp"
11579,"None","Acer sp"
11580,"None","Robinia hybrid"
11581,"None","Robinia hybrid"
11582,"None","Dodonaea sp"
11583,"None","Ulmus parvifolia"
11584,"None","Gleditsia triacanthos"
11585,"None","Ulmus parvifolia"
11586,"None","Tristaniopsis I. `Elegant"
11587,"None","Olea europaea"
11588,"None","Liquidambar styraciflua"
11589,"None","Ulmus parvifolia"
11590,"None","Celtis sp"
11591,"None","Liquidambar styraciflua"
11592,"None","Other"
11593,"None","Pinus sp"
11594,"None","Prunus sp"
11595,"None","Ulmus parvifolia"
11596,"None","Schinus terebinthefolia"
11597,"None","Celtis sp"
11598,"None","Pistacia chinensis"
11599,"None","Pyrus calleryana cvs"
11600,"None","Platanus acerifolia"
11601,"None","Shrub"
11602,"None","Unknown"
11603,"None","Celtis sp"
11604,"None","Liquidambar styraciflua"
11605,"Low","Platanus acerifolia"
11606,"None","Malus sp"
11607,"None","Tristaniopsis I. `Elegant"
11608,"None","Dead"
11609,"None","Prunus cerasifera/blireiana"
11610,"None","Pinus sp"
11611,"None","Prunus cerasifera/blireiana"
11612,"None","Ulmus americana"
11613,"Low","Prunus sp"
11614,"None","Platanus acerifolia"
11615,"None","Pyrus kawakami"
11616,"None","Alnus sp"
11617,"None","Pyrus calleryana cvs"
11618,"None","Pistacia chinensis"
11619,"None","Platanus acerifolia"
11620,"None","Platanus acerifolia"
11621,"None","Gleditsia triacanthos"
11622,"None","Stump"
11623,"None","Celtis sp"
11624,"None","Other"
11625,"None","Pyrus calleryana cvs"
11626,"None","Ulmus parvifolia"
11627,"None","Schinus terebinthefolia"
11628,"None","Crataegus phaenopyrum"
11629,"Low","Pistacia chinensis"
11630,"None","Unknown"
11631,"None","Celtis sp"
11632,"Low","Liquidambar styraciflua"
11633,"None","Sapium sebiferum"
11634,"None","Acer sp"
11635,"None","Robinia hybrid"
11636,"None","Gleditsia triacanthos"
11637,"None","Fraxinus sp"
11638,"None","Other"
11639,"None","Liquidambar styraciflua"
11640,"None","Celtis sp"
11641,"None","Magnolia grandiflora"
11642,"None","Celtis sp"
11643,"None","Celtis sp"
11644,"None","Celtis sp"
11645,"None","Nyssa sylvatica"
11646,"None","Pistacia chinensis"
11647,"None","Celtis sp"
11648,"Low","Betula sp"
11649,"None","Pistacia chinensis"
11650,"None","Betula sp"
11651,"Low","Prunus sp"
11652,"None","Quercus sp"
11653,"None","Fraxinus sp"
11654,"None","Platanus acerifolia"
11655,"None","Pistacia chinensis"
11656,"None","Fraxinus o. `Raywood'"
11657,"None","Fraxinus sp"
11658,"None","Ginkgo biloba"
11659,"None","Unknown"
11660,"None","Platanus acerifolia"
11661,"None","Liquidambar styraciflua"
11662,"None","Acer sp"
11663,"None","Pyrus calleryana cvs"
11664,"None","Platanus acerifolia"
11665,"Moderate","Liquidambar styraciflua"
11666,"None","Crataegus phaenopyrum"
11667,"None","Ligustrum sp"
11668,"None","Ulmus americana"
11669,"None","Cinnamomum camphora"
11670,"None","Robinia hybrid"
11671,"None","Ulmus americana"
11672,"None","Celtis sp"
11673,"Moderate","Dead"
11674,"None","Prunus sp"
11675,"None","Gleditsia triacanthos"
11676,"None","Celtis sp"
11677,"None","Prunus sp"
11678,"None","Platanus acerifolia"
11679,"None","Liquidambar styraciflua"
11680,"None","Liquidambar styraciflua"
11681,"None","Liquidambar styraciflua"
11682,"None","Platanus acerifolia"
11683,"None","Pyrus kawakami"
11684,"None","Celtis sp"
11685,"None","Pistacia chinensis"
11686,"Low","Pyrus kawakami"
11687,"None","Shrub"
11688,"None","Shrub"
11689,"None","Geijera parvifolia"
11690,"None","Pyrus kawakami"
11691,"None","Pyrus calleryana cvs"
11692,"Moderate","Betula sp"
11693,"None","Platanus acerifolia"
11694,"None","Robinia hybrid"
11695,"None","Other"
11696,"None","Platanus acerifolia"
11697,"None","Fraxinus sp"
11698,"None","Platanus acerifolia"
11699,"None","Fraxinus o. `Raywood'"
11700,"None","Olea europaea"
11701,"Moderate","Platanus acerifolia"
11702,"None","Liquidambar styraciflua"
11703,"None","Betula sp"
11704,"None","Morus alba"
11705,"None","Liquidambar styraciflua"
11706,"None","Quercus sp"
11707,"None","Crataegus phaenopyrum"
11708,"None","Celtis sp"
11709,"Moderate","Fraxinus sp"
11710,"None","Unknown"
11711,"None","Pyrus calleryana cvs"
11712,"None","Acer sp"
11713,"Moderate","Celtis sp"
11714,"None","Pyrus kawakami"
11715,"Low","Liquidambar styraciflua"
11716,"None","Pistacia chinensis"
11717,"None","Prunus sp"
11718,"None","Acer sp"
11719,"None","Pyrus kawakami"
11720,"None","Pyrus calleryana cvs"
11721,"None","Platanus acerifolia"
11722,"None","Sapium sebiferum"
11723,"Moderate","Schinus molle"
11724,"Moderate","Pyrus calleryana cvs"
11725,"None","Quercus sp"
11726,"None","Ulmus americana"
11727,"None","Fagus sylvatica"
11728,"None","Unknown"
11729,"None","Dead"
11730,"None","Crataegus phaenopyrum"
11731,"None","Cinnamomum camphora"
11732,"None","Prunus sp"
11733,"None","Gleditsia triacanthos"
11734,"None","Fraxinus sp"
11735,"None","Ginkgo biloba"
11736,"Low","Other"
11737,"None","Celtis sp"
11738,"Low","Liquidambar styraciflua"
11739,"None","Pyrus calleryana cvs"
11740,"None","Platanus acerifolia"
11741,"None","Other"
11742,"None","Other"
11743,"None","Pyrus calleryana cvs"
11744,"None","Liquidambar styraciflua"
11745,"None","Malus sp"
11746,"None","Quercus sp"
11747,"None","Prunus cerasifera/blireiana"
11748,"None","Prunus sp"
11749,"Low","Fraxinus o. `Raywood'"
11750,"None","Pyrus kawakami"
11751,"None","Prunus cerasifera/blireiana"
11752,"None","Celtis sp"
11753,"Moderate","Fagus sylvatica"
11754,"None","Other"
11755,"None","Nerium oleander"
11756,"None","Fraxinus sp"
11757,"None","Dead"
11758,"None","Cercis sp"
11759,"None","Celtis sp"
11760,"None","Pyrus calleryana cvs"
11761,"Low","Pyrus calleryana cvs"
11762,"None","Betula sp"
11763,"None","Gleditsia triacanthos"
11764,"None","Ulmus parvifolia"
11765,"None","Prunus cerasifera/blireiana"
11766,"None","Citrus sp"
11767,"None","Other"
11768,"None","Platanus acerifolia"
11769,"None","Celtis sp"
11770,"Moderate","Acer sp"
11771,"None","Other"
11772,"None","Liquidambar styraciflua"
11773,"Low","Pyrus kawakami"
11774,"None","Pistacia chinensis"
11775,"None","Prunus cerasifera/blireiana"
11776,"None","Prunus sp"
11777,"None","Pistacia chinensis"
11778,"None","Leptospermum sp"
11779,"None","Schinus terebinthefolia"
11780,"None","Liquidambar styraciflua"
11781,"None","Prunus cerasifera/blireiana"
11782,"None","Prunus sp"
11783,"None","Liquidambar styraciflua"
11784,"None","Celtis sp"
11785,"None","Platanus acerifolia"
11786,"None","Eucalyptus polyanthemos"
11787,"None","Acer sp"
11788,"None","Celtis sp"
11789,"None","Crataegus phaenopyrum"
11790,"None","Dead"
11791,"None","Dead"
11792,"None","Nerium oleander"
11793,"None","Prunus sp"
11794,"Moderate","Pyrus calleryana cvs"
11795,"None","Crataegus phaenopyrum"
11796,"None","Pistacia chinensis"
11797,"None","Malus sp"
11798,"Moderate","Betula sp"
11799,"None","Platanus acerifolia"
11800,"Low","Liquidambar styraciflua"
11801,"None","Fraxinus sp"
11802,"None","Other"
11803,"None","Fraxinus sp"
11804,"None","Prunus cerasifera/blireiana"
11805,"None","Prunus sp"
11806,"None","Jacaranda acutifolia"
11807,"Low","Other"
11808,"None","Ulmus americana"
11809,"Low","Liquidambar styraciflua"
11810,"None","Schinus terebinthefolia"
11811,"None","Platanus acerifolia"
11812,"None","Fagus sylvatica"
11813,"None","Other"
11814,"Low","Fraxinus o. `Raywood'"
11815,"None","Celtis sp"
11816,"Low","Pyrus calleryana cvs"
11817,"None","Lagerstroemia indica"
11818,"None","Celtis sp"
11819,"None","Fraxinus sp"
11820,"Moderate","Other"
11821,"None","Fraxinus sp"
11822,"Low","Fagus sylvatica"
11823,"Low","Fagus sylvatica"
11824,"None","Celtis sp"
11825,"None","Celtis sp"
11826,"None","Crataegus phaenopyrum"
11827,"None","Other"
11828,"None","Ligustrum sp"
11829,"None","Stump"
11830,"None","Ulmus parvifolia"
11831,"High","Prunus cerasifera/blireiana"
11832,"Low","Pistacia chinensis"
11833,"None","Prunus cerasifera/blireiana"
11834,"Low","Pyrus calleryana cvs"
11835,"Moderate","Liquidambar styraciflua"
11836,"None","Celtis sp"
11837,"Low","Pyrus kawakami"
11838,"Low","Fraxinus o. `Raywood'"
11839,"None","Malus sp"
11840,"None","Liquidambar styraciflua"
11841,"None","Liquidambar styraciflua"
11842,"None","Other"
11843,"None","Prunus cerasifera/blireiana"
11844,"None","Acer sp"
11845,"None","Fraxinus sp"
11846,"Low","Lagerstroemia indica"
11847,"None","Platanus acerifolia"
11848,"None","Ulmus parvifolia"
11849,"None","Fraxinus sp"
11850,"None","Fraxinus o. `Raywood'"
11851,"None","Ulmus parvifolia"
11852,"Low","Pyrus calleryana cvs"
11853,"None","Ginkgo biloba"
11854,"Low","Pyrus calleryana cvs"
11855,"None","Fraxinus o. `Raywood'"
11856,"None","Crataegus phaenopyrum"
11857,"None","Liquidambar styraciflua"
11858,"None","Dead"
11859,"Low","Other"
11860,"Moderate","Lophostemon confertus"
11861,"None","Liquidambar styraciflua"
11862,"None","Lophostemon confertus"
11863,"None","Grevillea robusta"
11864,"None","Lagerstroemia indica"
11865,"None","Podocarpus gracilior"
11866,"None","Washingtonia robusta"
11867,"None","Schinus terebinthefolia"
11868,"None","Pittosporum sp"
11869,"None","Cinnamomum camphora"
11870,"None","Ginkgo biloba"
11871,"None","Cinnamomum camphora"
11872,"None","Ginkgo biloba"
11873,"None","Washingtonia robusta"
11874,"Moderate","Unknown"
11875,"None","Cinnamomum camphora"
11876,"None","Unknown"
11877,"None","Magnolia grandiflora"
11878,"Low","Pittosporum undulatum"
11879,"Moderate","Lophostemon confertus"
11880,"None","Lophostemon confertus"
11881,"Low","Lagerstroemia indica"
11882,"Low","Tristaniopsis laurina"
11883,"None","Liquidambar styraciflua"
11884,"None","Schinus terebinthefolia"
11885,"None","Unknown"
11886,"Low","Prunus cerasifera/blireiana"
11887,"Low","Unknown"
11888,"Low","Pistacia chinensis"
11889,"None","Lophostemon confertus"
11890,"Moderate","Pyrus kawakami"
11891,"None","Malus sp"
11892,"Low","Lophostemon confertus"
11893,"Moderate","Lophostemon confertus"
11894,"Low","Lophostemon confertus"
11895,"None","Pistacia chinensis"
11896,"Low","Geijera parvifolia"
11897,"None","Pinus sp"
11898,"Low","Lagerstroemia indica"
11899,"Low","Pyrus calleryana cvs"
11900,"None","Pistacia chinensis"
11901,"None","Acacia melanoxylon"
11902,"Low","Pyrus calleryana cvs"
11903,"Low","Pistacia chinensis"
11904,"None","Liquidambar styraciflua"
11905,"High","Prunus sp"
11906,"High","Prunus sp"
11907,"None","Ligustrum sp"
11908,"None","Metrosideros excelsus"
11909,"Low","Lagerstroemia indica"
11910,"None","Lagerstroemia indica"
11911,"None","Pyrus calleryana cvs"
11912,"Low","Pistacia chinensis"
11913,"None","Pistacia chinensis"
11914,"None","Crataegus phaenopyrum"
11915,"None","Lagerstroemia indica"
11916,"None","Magnolia grandiflora"
11917,"None","Prunus sp"
11918,"None","Ginkgo biloba"
11919,"None","Liquidambar styraciflua"
11920,"None","Cinnamomum camphora"
11921,"Low","Pistacia chinensis"
11922,"Low","Lagerstroemia indica"
11923,"Moderate","Lophostemon confertus"
11924,"None","Cinnamomum camphora"
11925,"Low","Pinus canariensis"
11926,"None","Liquidambar styraciflua"
11927,"Low","Prunus sp"
11928,"Low","Prunus sp"
11929,"None","Prunus sp"
11930,"None","Lophostemon confertus"
11931,"None","Cinnamomum camphora"
11932,"None","Cinnamomum camphora"
11933,"None","Dodonaea sp"
11934,"None","Washingtonia robusta"
11935,"Low","Liquidambar styraciflua"
11936,"None","Washingtonia robusta"
11937,"None","Washingtonia robusta"
11938,"None","Lagerstroemia indica"
11939,"None","Pyrus calleryana cvs"
11940,"None","Pyrus calleryana cvs"
11941,"None","Lagerstroemia indica"
11942,"None","Cupressus sp"
11943,"Low","Unknown"
11944,"Moderate","Prunus sp"
11945,"Low","Unknown"
11946,"None","Prunus cerasifera/blireiana"
11947,"Low","Callistemon sp"
11948,"Low","Lophostemon confertus"
11949,"None","Unknown"
11950,"Moderate","Pyrus calleryana cvs"
11951,"None","Prunus cerasifera/blireiana"
11952,"None","Unknown"
11953,"None","Lophostemon confertus"
11954,"None","Lagerstroemia indica"
11955,"None","Liquidambar styraciflua"
11956,"None","Prunus sp"
11957,"None","Pistacia chinensis"
11958,"Moderate","Robinia sp"
11959,"None","Liquidambar styraciflua"
11960,"High","Lophostemon confertus"
11961,"None","Quercus sp"
11962,"Low","Dead"
11963,"None","Dead"
11964,"None","Cinnamomum camphora"
11965,"None","Persea sp / avocado"
11966,"None","Pistacia chinensis"
11967,"None","Lagerstroemia indica"
11968,"None","Lagerstroemia indica"
11969,"None","Pyrus calleryana cvs"
11970,"None","Crataegus phaenopyrum"
11971,"None","Washingtonia robusta"
11972,"None","Pistacia chinensis"
11973,"None","Cinnamomum camphora"
11974,"None","Liquidambar styraciflua"
11975,"Low","Prunus sp"
11976,"None","Cinnamomum camphora"
11977,"None","Cordyline australis"
11978,"None","Tristaniopsis laurina"
11979,"None","Podocarpus gracilior"
11980,"Low","Pyrus calleryana cvs"
11981,"Low","Crataegus phaenopyrum"
11982,"None","Tristaniopsis laurina"
11983,"None","Platanus acerifolia"
11984,"None","Liquidambar styraciflua"
11985,"Moderate","Pyrus calleryana cvs"
11986,"None","Lagerstroemia indica"
11987,"None","Washingtonia robusta"
11988,"None","Unknown"
11989,"None","Cinnamomum camphora"
11990,"None","Cupressus sp"
11991,"None","Cupressus sp"
11992,"None","Pistacia chinensis"
11993,"None","Prunus sp"
11994,"Moderate","Malus sp"
11995,"Moderate","Liquidambar styraciflua"
11996,"None","Cupressus sp"
11997,"Low","Prunus sp"
11998,"None","Crataegus phaenopyrum"
11999,"None","Ligustrum sp"
12000,"None","Washingtonia robusta"
12001,"None","Washingtonia robusta"
12002,"None","Magnolia grandiflora"
12003,"None","Liquidambar styraciflua"
12004,"None","Magnolia grandiflora"
12005,"None","Washingtonia robusta"
12006,"None","Quercus sp"
12007,"None","Pistacia chinensis"
12008,"None","Pistacia chinensis"
12009,"None","Cercis sp"
12010,"High","Nerium oleander"
12011,"None","Albizia julibrissin"
12012,"None","Prunus cerasifera/blireiana"
12013,"Low","Liquidambar styraciflua"
12014,"None","Cupressus sp"
12015,"None","Liquidambar styraciflua"
12016,"None","Prunus sp"
12017,"None","Cupressus sp"
12018,"None","Tristaniopsis laurina"
12019,"Low","Quercus sp"
12020,"None","Prunus sp"
12021,"None","Shrub"
12022,"None","Albizia julibrissin"
12023,"None","Prunus sp"
12024,"None","Washingtonia robusta"
12025,"None","Liquidambar styraciflua"
12026,"None","Fraxinus o. `Raywood'"
12027,"None","Cinnamomum camphora"
12028,"None","Lagerstroemia indica"
12029,"None","Prunus cerasifera/blireiana"
12030,"None","Prunus sp"
12031,"None","Cinnamomum camphora"
12032,"None","Pyrus calleryana cvs"
12033,"None","Pyrus calleryana cvs"
12034,"High","Albizia julibrissin"
12035,"None","Albizia julibrissin"
12036,"None","Liquidambar styraciflua"
12037,"None","Washingtonia robusta"
12038,"None","Liquidambar styraciflua"
12039,"None","Washingtonia filifera"
12040,"Low","Malus sp"
12041,"None","Prunus cerasifera/blireiana"
12042,"Low","Platanus acerifolia"
12043,"None","Washingtonia robusta"
12044,"None","Cinnamomum camphora"
12045,"None","Liquidambar styraciflua"
12046,"None","Tristaniopsis laurina"
12047,"None","Syzygium paniculatum"
12048,"Moderate","Prunus sp"
12049,"None","Liquidambar styraciflua"
12050,"None","Tristaniopsis laurina"
12051,"None","Other"
12052,"None","Platanus acerifolia"
12053,"Moderate","Ligustrum sp"
12054,"None","Maytenus boaria"
12055,"None","Pyrus kawakami"
12056,"None","Liquidambar styraciflua"
12057,"None","Lagerstroemia indica"
12058,"None","Quercus sp"
12059,"None","Prunus cerasifera/blireiana"
12060,"None","Liquidambar styraciflua"
12061,"None","Malus sp"
12062,"None","Acer sp"
12063,"None","Zelkova serrata"
12064,"None","Prunus sp"
12065,"None","Unknown"
12066,"None","Cinnamomum camphora"
12067,"None","Schinus molle"
12068,"None","Melaleuca sp"
12069,"None","Washingtonia robusta"
12070,"Low","Acer sp"
12071,"None","Liquidambar styraciflua"
12072,"None","Unknown"
12073,"None","Quercus sp"
12074,"None","Prunus sp"
12075,"Low","Quercus sp"
12076,"None","Pyrus calleryana cvs"
12077,"None","Unknown"
12078,"None","Lophostemon confertus"
12079,"None","Magnolia grandiflora"
12080,"None","Washingtonia robusta"
12081,"None","Magnolia grandiflora"
12082,"Low","Liquidambar styraciflua"
12083,"None","Cupressus sp"
12084,"None","Pistacia chinensis"
12085,"None","Pyrus calleryana cvs"
12086,"None","Betula sp"
12087,"None","Liquidambar styraciflua"
12088,"Moderate","Platanus acerifolia"
12089,"None","Malus sp"
12090,"None","Prunus sp"
12091,"None","Cedrus sp"
12092,"None","Magnolia grandiflora"
12093,"None","Quercus sp"
12094,"None","Liquidambar styraciflua"
